No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
0727,00728,โรงพยาบาลอินเตอร์กำแพงแสน,R,2.35,2.14,70,5.5,18.8,80.2,23.4,29.3,,5.44,22.02,259,15.1,48.3,88.8,27.8,31.3,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC 5600,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 1936,NGPH
0729,00730,โรงพยาบาลสร้างคอม,R,2.24,2.17,85,5.5,22.0,98.4,24.4,24.8,,5.34,22.59,522,15.7,46.2,86.6,29.4,34.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,5180,10 กันยายน 2568,ตัวอย่างหมายเลข A368 พบปัญหา hemolysis ซึ่งส่งส่งผลกระทบต่อการตรวจวิเคราะห์  แต่เนื่องจากตรวจพบหลังรับตัวอย่างเกิน3 วัน จึงไม่สามารถขอรับตัวอย่างใหม่,,,ส่งผลสมบูรณ์,,HM 1078,PHCH
0730,00731,โรงพยาบาลสันทราย,R,2.32,1.82,66,5.6,18.6,80.2,23.8,29.6,,5.44,18.70,560,15.6,49.8,91.6,28.7,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 553,PHCH
0732,00733,โรงพยาบาลปง,R,1.77,2.08,87,5.2,17.9,101.3,29.6,29.2,,5.10,20.97,528,14.8,46.1,90.4,29.0,32.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 575,PHCH
0734,00735,โรงพยาบาลท่าปลา,R,2.32,2.27,66,5.5,17.8,76.6,23.8,30.9,,4.78,21.25,542,15.6,59.2,123.8,32.6,26.4,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 528,PHCH
0735,00736,โรงพยาบาลค่ายเทพสตรีศรีสุนทร,R,2.36,2.21,64,5.5,17.6,74.5,23.1,31.0,,5.55,23.44,575,15.7,63.3,114.0,28.3,24.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1345,GNPH
0741,00742,โรงพยาบาลภูหลวง,R,2.34,2.06,64,5.6,18.2,77.7,23.9,30.8,,5.48,21.49,467,14.8,58.7,107.1,27.0,25.2,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC-56000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 965,PHCH
0743,00744,โรงพยาบาล ป.แพทย์ 2,R,2.24,1.91,61,5.3,17.4,77.4,23.5,30.2,,5.32,21.57,494,15.0,48.5,91.0,28.1,30.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-780R,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 809,NGPH
0744,00745,โรงพยาบาล ป.แพทย์ 1,R,2.25,1.88,69,5.4,17.4,77.2,23.9,31.0,,5.29,23.26,508,15.5,46.8,88.5,29.4,33.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 1834,NGPH
0749,00750,โรงพยาบาลบัวเชด,R,2.29,1.84,92,5.4,24.0,105.0,23.8,22.7,,5.26,18.47,541,15.3,45.9,87.3,29.1,33.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6800,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 297,PHCH
0753,00754,โรงพยาบาลมะเร็งสุราษฎร์ธานี,R,2.20,2.27,58,5.4,17.2,78.2,24.4,31.4,,5.25,0.17,529,15.2,47.5,90.5,29.0,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1152,DMS
0761,00762,โรงพยาบาลพระมงกุฎเกล้า,R,2.30,2.27,54,5.4,17.6,76.5,23.4,30.7,,5.25,22.92,530,15.1,46.1,87.9,28.8,32.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6800 Plus,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.1 เข้ามาด้วย,HM 1866,GNPH
0770,00771,โรงพยาบาลจตุรพักตรพิมาน,R,2.36,1.80,62,5.4,18.8,79.5,23.1,28.7,,5.41,18.46,553,15.3,48.1,89.0,28.2,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 428,PHCH
0771,00772,โรงพยาบาลดอนตาล,R,2.27,2.20,56,5.5,17.3,76.2,24.3,31.9,,5.23,22.53,496,15.4,46.3,88.5,29.4,33.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5380,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 417,PHCH
0774,00776,โรงพยาบาลประโคนชัย,R,2.30,1.92,63,5.3,17.5,75.6,23.4,31.0,,5.20,17.45,540,15.0,47.5,91.0,28.6,31.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6800,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 281,PHCH
0776,00778,โรงพยาบาลหล่มสัก,R,2.27,1.81,52,5.4,18.1,79.7,23.9,29.8,,5.26,18.37,527,15.4,47.6,90.4,29.3,32.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",BC6200,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 507,PHCH
0777,00779,โรงพยาบาลซีจีเอช (พหลโยธิน),R,2.29,1.87,41,5.4,18.5,80.6,23.7,29.2,,5.41,18.02,520,15.2,48.6,89.9,28.1,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 770,NGPH
0779,00781,โรงพยาบาลสิงห์บุรี,R,2.24,1.95,46,5.4,17.9,79.7,23.9,30.2,,5.33,17.98,523,15.3,47.9,89.8,28.7,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 71,PHGH
0780,00782,โรงพยาบาลมหาวิทยาลัยบูรพา,R,2.38,1.88,55,5.5,19.2,81.3,23.3,28.5,,5.42,18.30,532,15.2,48.5,90.3,28.1,30.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1610,GNPH
0781,00783,สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา,R,2.31,1.83,47,5.5,18.1,78.2,23.7,30.4,,5.40,18.32,525,15.4,47.5,88.0,28.5,32.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,17 กันยายน 2568,,,วัตถุทดสอบหมายเลข B368 เสีย มีสีดำเข้ม ตรวจวัดค่าได้ค่าแปลก ๆ แจ้งขอตัวอย่างใหม่เรียบร้อยแล้ว,ส่งผลสมบูรณ์,,HM 19,DMH
0782,00784,โรงพยาบาลสัตว์ประศุอาทร,R,2.27,2.02,93,5.4,25.9,114.0,23.9,20.8,,5.41,21.90,541,15.2,48.7,90.0,28.1,31.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC75R vet,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1562,GNPH
0783,00785,โรงพยาบาลลำลูกกา,R,2.22,0.00,38,5.4,18.0,81.0,24.3,30.0,,5.15,8.80,483,14.9,46.8,90.8,28.9,31.8,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC5600,17 กันยายน 2568,,,WBC หาค่าไม่ได้,ส่งผลสมบูรณ์,,HM 130,PHCH
0784,00786,โรงพยาบาลบ่อไร่,R,2.33,1.74,52,5.5,18.5,79.4,23.6,29.7,,5.38,18.65,529,15.4,48.2,89.5,28.6,32.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 199,PHCH
0785,00787,โรงพยาบาลพระนารายณ์มหาราช,R,2.07,1.89,59,5.5,24.4,117.9,26.4,22.5,,5.39,18.46,508,15.2,48.2,89.5,28.2,31.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 69,PHGH
0786,00788,โรงพยาบาลเวชธานี,R,2.29,1.90,50,5.4,18.2,79.4,23.6,29.7,,5.27,17.86,544,15.1,47.2,89.5,28.7,32.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 762,NGPH
0787,00789,โรงพยาบาลเซนต์หลุยส์,R,2.26,1.81,51,5.4,18.1,80.1,23.9,29.8,,5.32,18.12,526,15.4,48.5,90.4,28.6,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1472,NGPH
0788,00790,โรงพยาบาลชะอำ,R,2.35,1.92,65,5.5,18.2,78.4,23.5,30.2,,5.30,18.59,529,15.2,46.5,87.7,28.6,32.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 232,PHCH
0789,00791,โรงพยาบาลบางพลี,R,2.30,1.80,49,5.4,18.1,78.6,23.7,29.8,,5.24,17.15,522,15.4,46.8,89.3,29.3,32.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 147,PHCH
0790,00792,โรงพยาบาลพนัสนิคม,R,2.29,1.97,47,5.5,18.6,81.2,23.7,29.3,,5.40,18.46,513,15.4,50.0,92.7,28.4,30.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 176,PHCH
0791,00793,โรงพยาบาลหัวหิน,R,2.28,1.88,60,5.5,18.4,80.7,24.1,29.9,,5.35,18.48,529,15.5,48.7,91.1,28.9,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 236,PHGH
0792,00794,โรงพยาบาลดำเนินสะดวก,R,2.36,1.86,46,5.5,18.7,79.3,23.3,29.4,,5.55,18.15,509,15.5,50.2,90.4,28.0,30.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1690,PHGH
0793,00795,โรงพยาบาลโพธาราม,R,2.28,1.85,64,5.4,19.0,83.4,23.8,28.4,,5.30,18.05,518,15.4,48.3,91.1,29.0,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1261,PHGH
0794,00796,โรงพยาบาลบ่อทอง,R,2.27,1.80,56,5.4,19.2,84.7,23.7,28.1,,5.46,18.17,535,15.7,48.4,88.6,28.7,32.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 181,PHCH
0795,00797,โรงพยาบาลมหาชัยเพชรรัชต์ (เครื่อง2),R,2.22,1.00,67,5.3,17.0,76.7,23.9,31.2,,5.25,0.74,534,15.2,46.4,88.4,28.9,32.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 891,NGPH
0796,00798,โรงพยาบาลพิษณุเวช อุตรดิตถ์,R,2.24,2.13,55,5.3,17.5,78.0,23.7,30.3,,5.25,22.62,479,15.2,47.5,90.4,28.9,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-780,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1804,NGPH
0797,00799,โรงพยาบาลศรีสังวรสุโขทัย,R,2.29,1.91,62,5.5,18.4,80.0,24.0,30.0,,5.44,18.28,535,15.7,48.6,89.4,28.9,32.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 101,PHGH
0798,00800,โรงพยาบาลสุโขทัย,R,2.28,1.83,54,5.5,18.4,80.9,24.1,29.9,,5.33,18.27,537,15.4,48.5,91.0,28.9,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 100,PHGH
0799,00801,โรงพยาบาลเทพรัตน์นครราชสีมา,R,2.23,1.88,43,5.3,18.1,81.1,23.6,29.3,,4.20,17.82,532,15.4,54.9,130.6,36.6,28.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1341,PHCH
0800,00802,โรงพยาบาลค่ายสมเด็จพระนเรศวรมหาราช,R,2.29,1.92,59,5.5,18.0,78.8,24.1,30.6,,5.37,18.50,526,15.7,48.0,89.4,29.4,32.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1273,GNPH
0801,00803,โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ 19,R,2.36,1.87,52,5.5,18.9,80.2,23.3,29.1,,4.22,17.53,539,15.3,53.6,127.0,36.2,28.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 947,PHCH
0802,00804,โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า,R,2.36,1.88,46,5.4,19.1,8.1,23.0,28.3,,5.49,18.32,528,15.3,50.2,91.5,27.8,30.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 503,PHCH
0803,00805,โรงพยาบาลอู่ทอง,R,2.24,1.68,42,5.5,16.7,80.0,24.1,30.0,,4.33,17.44,490,15.4,46.2,126.3,35.4,35.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 169,PHCH
0804,00806,โรงพยาบาลสมเด็จพระสังฆราช องค์ที่ 17,R,2.27,1.76,82,5.4,25.2,111.2,24.0,21.4,,5.12,18.06,477,15.5,46.4,90.6,30.4,33.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 75,PHGH
0805,00807,โรงพยาบาลวารินชำราบ,R,2.33,1.74,65,5.4,18.4,78.9,23.2,29.4,,5.43,18.15,559,15.2,48.5,89.3,27.9,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,"BC6000, BC6200",10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 394,PHCH
0806,00808,โรงพยาบาลกงหรา,R,2.18,1.44,74,5.3,23.1,105.8,24.1,22.9,,5.21,17.17,505,15.3,46.2,88.7,29.4,33.1,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 650,PHCH
0807,00809,โรงพยาบาลอุตรดิตถ์,R,2.24,1.94,43,5.4,18.3,81.6,24.2,29.5,,5.20,18.20,509,15.5,47.5,91.4,29.8,32.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1732,PHRH
0808,00810,โรงพยาบาลอุตรดิตถ์1,R,2.21,2.00,47,5.4,16.7,75.7,24.7,32.6,,5.14,22.03,507,15.4,45.6,88.6,29.9,33.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1297,PHRH
0809,00811,โรงพยาบาลกุดชุม,R,2.29,1.87,49,5.5,18.3,79.8,24.1,30.1,,4.83,17.50,567,15.2,60.4,125.0,31.6,25.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 449,PHCH
0810,00812,โรงพยาบาลเพชรบูรณ์,R,2.38,1.72,47,5.5,19.0,80.0,23.0,28.9,,5.48,18.10,521,15.2,50.3,91.7,27.7,30.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",Mindray,BC6200,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 104,PHGH
0811,00813,โรงพยาบาลพิบูลมังสาหาร,R,2.21,1.86,60,5.5,18.7,81.0,23.8,29.4,,5.46,18.23,537,15.3,50.6,92.6,28.0,30.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",Mindray,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1080,PHCH
0812,00814,โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา,R,2.31,1.81,57,5.5,18.3,79.3,23.8,30.1,,5.32,18.81,532,15.4,47.7,89.7,29.1,32.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 448,PHCH
0813,00815,โรงพยาบาลป่าบอน,R,2.24,2.19,58,5.3,17.3,77.1,23.8,30.9,,4.66,21.10,543,15.0,61.1,131.0,32.2,24.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 652,PHCH
0816,00818,โรงพยาบาลศรีนครินทร์(ปัญญานันภิกขุ),R,2.22,2.18,60,5.6,17.2,77.4,25.1,32.3,,5.21,21.75,506,15.2,62.0,119.2,29.3,24.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5380,17 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 1384,PHCH
0817,00819,โรงพยาบาลกาญจนดิษฐ์,R,2.32,1.74,82,5.4,26.1,112.4,23.4,20.7,,5.41,17.46,525,15.4,48.7,90.1,28.5,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 604,PHCH
0818,00820,โรงพยาบาล ๕๐ พรรษา มหาวชิราลงกรณ (เครื่อง1),R,2.31,1.82,56,5.5,18.4,79.7,23.7,29.9,,5.37,18.33,514,15.5,49.0,91.2,28.9,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 1102,PHCH
0819,00821,โรงพยาบาล ๕๐ พรรษา มหาวชิราลงกรณ (เครื่อง2),R,2.30,1.83,53,5.5,18.4,79.9,23.7,29.9,,5.42,18.62,539,15.4,49.1,90.5,28.4,31.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 1930,PHCH
0820,00822,โรงพยาบาลวชิระภูเก็ต,R,2.33,1.89,49,5.5,18.6,79.9,23.6,29.6,,5.34,18.41,526,15.3,48.4,90.7,28.6,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6200,17 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 115,PHRH
0821,00823,โรงพยาบาลกระบี่,R,2.30,1.84,52,5.4,18.4,80.2,23.6,29.3,,5.38,18.24,533,15.1,48.7,90.6,28.8,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 116,PHGH
0822,00824,โรงพยาบาลนาโยง,R,2.32,1.80,67,5.5,17.9,77.1,23.6,30.6,,5.39,18.43,527,15.4,47.7,88.4,28.5,32.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 657,PHCH
0823,00825,โรงพยาบาลเฉลิมพระเกียรติ สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง (เครื่อง1),R,2.36,1.83,48,5.6,18.9,80.2,23.5,29.6,,5.42,17.65,535,15.4,49.5,91.3,28.5,31.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1032,PHCH
0824,00826,โรงพยาบาลเฉลิมพระเกียรติ สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง (เครื่อง2),R,2.36,1.87,49,5.5,18.7,79.2,23.3,29.4,,5.37,18.31,525,15.4,48.7,90.7,28.6,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1693,PHCH
0831,00833,โรงพยาบาลร่อนพิบูลย์,R,2.22,2.32,50,5.3,17.2,77.3,24.1,30.8,,4.10,7.06,202,10.8,36.9,90.1,26.3,29.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC700,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 591,PHCH
0833,00835,โรงพยาบาลละหานทราย,R,2.21,1.87,70,5.3,23.1,104.4,24.0,22.9,,5.38,17.06,532,15.3,49.3,91.6,28.4,31.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 283,PHCH
0838,00840,โรงพยาบาลสงฆ์,R,2.22,1.91,58,5.4,16.9,76.3,24.2,32.0,,5.35,18.84,514,15.4,48.2,90.1,28.8,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 913,DMS
0841,00843,โรงพยาบาลหนองบุญมาก,R,2.04,1.97,98,5.1,20.8,101.8,25.2,24.7,,4.97,20.60,500,15.0,43.6,87.8,30.2,34.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 265,PHCH
0847,00849,โรงพยาบาลขุขันธ์,R,2.25,1.83,49,5.4,18.0,80.0,24.1,30.0,,5.32,18.00,530,15.3,47.9,90.1,28.7,31.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 437,PHCH
0850,00852,โรงพยาบาลเชียงรายประชานุเคราะห์ (เครื่อง1),R,2.24,1.95,45,5.4,17.9,79.9,24.1,30.2,,5.32,18.20,551,15.1,62.6,117.6,28.4,24.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,ระบบรอบนี้ดีมากค่ะ สามารถบันทึกก่อนได้ ไม่มีปัญหาเหมือนครั้งก่อนๆ,,B368 Sample Hemolysis,ส่งผลสมบูรณ์,,HM 54,PHRH
0851,00853,โรงพยาบาลเชียงรายประชานุเคราะห์ (เครื่อง2),R,2.34,1.87,45,5.4,18.6,79.7,23.2,29.0,,5.54,18.26,553,15.4,50.5,91.1,27.9,30.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,B368 Sample Hemolysis,ส่งผลสมบูรณ์,,HM 1823,PHRH
0853,00855,โรงพยาบาลขุนหาญ,R,2.23,1.83,63,5.4,22.7,79.3,24.2,30.4,,5.36,18.16,520,15.3,48.9,91.3,28.6,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 436,PHCH
0854,00856,โรงพยาบาลมุกดาหาร,R,2.29,1.86,57,5.4,18.7,81.7,23.7,28.9,,5.44,18.43,519,15.3,49.7,91.4,28.1,30.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 95,PHGH
0856,00858,โรงพยาบาลทุ่งสง,R,2.25,1.93,62,5.4,18.1,80.4,24.0,29.8,,5.45,18.10,612,15.3,56.0,102.8,28.2,27.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 994,PHCH
0862,00864,โรงพยาบาลกันทรารมย์,R,2.27,1.88,42,5.4,18.1,79.6,23.9,29.8,,5.38,18.48,492,15.4,48.7,90.5,28.7,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 439,PHCH
